,player,hands,bb_100,vpip,pfr,3bet_f,fold_to_3bet,flop_af,donk_f,cbet_f,fold_to_f_cbet,xr_flop,bet_t,bet_r,call_r_bet,wtsd,wsd,cluster,cluster_name
9575,Lummy856,4011.0,-11.7,29.3,2.36,21.74,75.41,2.52,20.72,59.32,70.22,3.1,38.97,50.29,20.0,23.99,47.12,5,Tight Passive Rocks
9576,LumpierWinner,728225.0,4.18,21.87,18.92,10.46,69.74,2.74,2.19,58.5,53.96,5.91,30.11,24.54,38.53,31.69,57.2,0,Balanced Semi-Loose Players
9577,lumr121,6304.0,-60.85,55.17,14.41,13.79,42.82,1.73,14.66,87.79,38.83,5.07,42.59,38.04,35.73,30.31,37.35,1,Loose Passive Callers
9578,lunaPM,22213.0,3.2,28.09,22.16,6.83,71.06,2.64,2.09,71.88,49.61,7.21,42.26,41.01,43.08,29.27,51.34,0,Balanced Semi-Loose Players
9579,LunD412,1335.0,21.65,25.06,17.71,22.22,68.89,3.18,1.67,70.69,41.3,13.21,39.38,33.33,43.18,30.6,54.65,0,Balanced Semi-Loose Players
9580,LungMan88,12265.0,-10.92,16.32,9.19,11.32,77.88,1.74,1.96,51.82,65.63,4.08,30.54,31.02,28.06,27.28,58.7,0,Balanced Semi-Loose Players
9581,LunkAlarmLomax,6611.0,-41.44,44.77,14.59,11.76,60.53,2.69,20.45,72.06,41.14,15.85,41.58,26.62,36.16,28.41,41.94,2,Semi-Loose Neutral Players
9583,LurchAddaams,2238.0,-34.3,38.49,17.15,6.67,58.73,3.02,23.74,66.49,45.31,4.9,43.43,48.82,41.03,30.0,45.53,4,Overly Aggressive Semi-Loose Players
9584,LuridFiction,2128.0,-5.89,45.96,22.28,0.0,65.22,3.15,20.27,65.68,61.68,3.43,48.54,34.13,32.61,26.34,39.82,5,Tight Passive Rocks
9585,Lurttle66,4604.0,-59.33,64.08,16.76,10.99,25.83,1.5,14.21,77.39,48.49,3.52,42.7,42.04,35.96,31.44,40.22,1,Loose Passive Callers
9587,LutzyJR,25168.0,-8.41,17.06,3.18,6.62,80.74,1.73,5.36,92.45,49.35,5.19,35.26,38.4,34.25,26.77,53.45,5,Tight Passive Rocks
9588,Luxurious Male,7422.0,-44.02,54.9,15.73,31.87,42.71,1.14,1.5,64.66,31.42,10.71,32.51,26.47,41.76,38.07,48.23,1,Loose Passive Callers
9589,lvetoplay*55,7024.0,2.12,32.38,10.44,11.9,66.53,2.41,20.0,65.45,59.34,4.6,33.02,38.64,32.41,28.33,54.95,0,Balanced Semi-Loose Players
9593,lxiao0517,23542.0,17.81,30.23,17.91,10.84,64.37,1.63,2.95,55.75,41.94,7.35,37.88,37.54,34.92,29.53,52.69,0,Balanced Semi-Loose Players
9594,lydiakabyle,2305.0,-42.46,46.16,9.02,2.7,68.13,1.83,8.62,92.68,45.42,7.69,44.6,53.7,27.72,26.43,39.76,4,Overly Aggressive Semi-Loose Players
9595,Lyfeisgreat,4983.0,-80.49,71.36,28.94,7.0,42.09,1.7,13.75,47.31,45.54,6.83,41.41,42.47,33.88,30.81,36.25,1,Loose Passive Callers
9596,LyinLionKing,1634.0,-25.27,47.92,28.28,12.5,55.21,2.75,20.28,70.72,44.04,6.42,44.23,42.01,32.14,29.54,46.52,2,Semi-Loose Neutral Players
9597,Lyk77,4466.0,-15.59,41.83,8.2,7.14,64.29,1.12,11.55,60.64,56.02,2.31,32.09,33.28,32.77,30.84,51.77,2,Semi-Loose Neutral Players
9598,Lyle922,2980.0,-51.49,43.45,14.45,17.54,48.18,2.01,33.33,56.96,51.93,6.98,35.52,33.02,40.22,34.08,45.41,1,Loose Passive Callers
9602,lyndsay422,1090.0,-58.45,45.95,0.37,4.0,68.75,0.95,15.25,0.0,67.89,2.42,24.61,29.59,49.35,33.82,55.43,1,Loose Passive Callers
9604,lynnfr,13075.0,-52.07,56.91,25.41,2.05,33.74,1.67,17.32,62.72,43.01,3.86,39.59,33.66,34.32,34.39,45.42,1,Loose Passive Callers
9605,lyz93101010,1433.0,-12.22,52.53,19.12,10.34,50.0,1.36,8.73,73.38,42.86,5.81,31.65,26.5,48.18,38.29,53.0,2,Semi-Loose Neutral Players
9606,M$T881976,41711.0,-0.78,32.85,11.26,9.09,57.14,1.8,11.12,83.22,51.75,4.67,31.16,40.46,36.76,34.01,48.02,5,Tight Passive Rocks
9607,M.H.66-07,44015.0,-16.77,32.33,20.12,3.59,48.32,1.72,21.5,73.17,34.5,3.3,29.2,24.02,46.54,37.83,50.36,2,Semi-Loose Neutral Players
9608,M0chedda,11655.0,-29.62,47.6,15.46,3.33,71.95,1.25,4.94,46.86,41.23,9.08,32.41,42.04,23.59,29.24,43.49,2,Semi-Loose Neutral Players
9609,m0ntana88,1184.0,-38.17,52.21,10.04,22.22,54.69,2.26,27.48,38.98,67.35,7.48,35.64,44.72,32.2,32.38,47.8,2,Semi-Loose Neutral Players
9610,M33t_Curtains,8721.0,-7.84,23.15,14.23,8.47,56.99,1.68,15.75,35.67,54.04,4.6,38.19,45.47,26.76,30.37,51.47,0,Balanced Semi-Loose Players
9611,m3424b,255521.0,-8.51,17.97,5.97,4.88,89.37,2.49,18.62,59.19,58.58,1.08,33.9,23.42,35.01,25.16,57.14,0,Balanced Semi-Loose Players
9612,m8kkingmoves22,26701.0,-3.15,22.15,15.46,10.81,78.97,2.92,7.9,49.06,52.87,8.99,35.87,24.53,24.25,26.98,55.24,0,Balanced Semi-Loose Players
9613,m_g0b0,15686.0,1.55,23.56,17.24,10.49,56.58,1.88,12.03,53.4,45.0,5.53,37.03,47.29,29.65,30.05,50.73,0,Balanced Semi-Loose Players
9614,m_nolan1812,1788.0,-52.7,34.16,10.98,18.18,56.96,1.36,0.55,72.64,37.16,14.55,29.97,28.4,41.44,36.13,52.68,1,Loose Passive Callers
9615,M_One-Lucky-One,4229.0,-36.07,41.8,13.96,7.29,49.74,2.14,35.61,65.54,57.33,6.15,49.01,49.4,33.33,27.34,46.84,4,Overly Aggressive Semi-Loose Players
9616,Ma$ter$hayk412,1516.0,-23.6,55.09,14.81,7.69,60.64,0.93,7.82,47.93,50.0,3.02,36.91,28.63,28.57,26.1,37.81,2,Semi-Loose Neutral Players
9617,maabshire,4524.0,-10.22,33.12,7.02,11.59,66.67,1.17,14.97,73.03,53.78,3.26,38.34,44.9,46.48,35.03,48.18,5,Tight Passive Rocks
9618,maac412,1423.0,-93.88,60.36,12.1,14.29,43.14,0.74,2.87,78.79,41.62,3.54,20.38,41.29,47.85,42.99,49.07,6,Loose Aggro Fish
9619,Mab471,589338.0,0.0,22.25,17.18,6.3,74.91,1.91,0.21,42.61,57.68,7.72,28.37,26.92,29.9,28.13,60.2,0,Balanced Semi-Loose Players
9620,Mac-n-Chee2.0,4103.0,18.67,50.5,22.82,12.5,45.95,1.28,9.26,61.38,28.53,7.71,35.84,34.19,47.2,35.14,50.29,0,Balanced Semi-Loose Players
9621,mac13x,13935.0,-0.97,29.43,13.99,8.62,67.98,4.34,37.88,85.34,60.52,2.12,59.63,47.61,30.9,24.02,41.37,5,Tight Passive Rocks
9622,Macamalaxi,1370.0,-28.61,18.24,6.66,7.69,47.83,1.83,12.9,85.42,37.14,0.0,28.19,21.82,24.14,27.7,51.58,2,Semi-Loose Neutral Players
9623,macblack31,1842.0,28.48,47.47,13.74,7.02,41.1,2.01,34.19,78.67,46.53,1.91,49.11,35.1,30.23,31.99,52.16,5,Tight Passive Rocks
9624,macdad3996,1546.0,-13.12,32.48,2.3,4.55,77.78,1.63,15.87,73.91,60.71,0.85,45.76,52.69,31.88,25.25,40.67,5,Tight Passive Rocks
9626,MaChao71,1111.0,-45.66,31.5,17.1,0.0,69.23,1.53,2.9,61.29,39.66,7.32,29.68,27.47,29.55,25.29,44.19,2,Semi-Loose Neutral Players
9627,machmetal,1121.0,-58.97,41.57,5.0,12.5,68.75,1.06,5.71,48.48,57.61,0.93,17.21,18.93,32.89,34.05,47.47,1,Loose Passive Callers
9628,Macho0928,1389.0,4.96,26.89,13.37,7.69,57.53,1.52,5.32,62.37,29.87,5.88,29.38,20.18,54.39,36.0,54.76,0,Balanced Semi-Loose Players
9630,MachoPop,1761.0,-49.74,47.25,4.35,26.92,53.33,1.03,8.45,86.05,40.31,3.7,37.93,33.55,34.59,32.0,47.87,1,Loose Passive Callers
9632,mack611223,6032.0,-78.3,57.09,20.1,10.44,27.76,2.06,28.71,49.85,68.26,1.95,45.18,50.25,25.8,29.6,41.58,6,Loose Aggro Fish
9633,mack9413,1008.0,-40.67,49.34,6.7,3.85,52.94,0.65,0.0,82.86,52.63,3.35,18.32,22.61,43.96,33.82,53.48,2,Semi-Loose Neutral Players
9634,Mackalious52,49672.0,-9.25,43.34,2.78,3.95,75.55,2.29,28.36,54.97,76.95,2.47,33.24,45.25,16.63,24.54,54.81,5,Tight Passive Rocks
9635,MacPoker789,4385.0,-95.43,63.81,10.37,8.8,32.32,1.6,37.12,72.39,59.34,0.39,49.23,43.9,30.8,31.71,44.13,6,Loose Aggro Fish
9637,macsnoles,1343.0,-47.31,56.95,15.27,5.88,43.48,2.31,28.35,66.97,36.0,5.74,50.51,64.53,13.24,28.73,38.35,4,Overly Aggressive Semi-Loose Players
9639,Mad Elf 1950,34077.0,-10.36,23.07,4.51,7.01,80.8,2.55,7.45,69.43,66.86,8.36,24.75,17.7,23.79,27.69,58.26,0,Balanced Semi-Loose Players
9640,Mad Wroth,46319.0,0.29,13.37,1.91,4.44,85.74,0.65,0.41,59.88,62.29,0.37,23.96,23.52,36.48,29.25,64.62,0,Balanced Semi-Loose Players
9641,Mad_Ness913,2826.0,-39.67,45.42,16.62,20.0,50.67,2.53,24.84,72.6,40.61,17.41,49.44,46.44,38.26,33.16,39.59,4,Overly Aggressive Semi-Loose Players
9642,MadChef1972,3080.0,-14.84,42.62,23.05,6.67,55.0,3.15,56.29,54.83,33.76,5.49,46.01,44.08,23.48,29.75,41.57,4,Overly Aggressive Semi-Loose Players
9643,MadCow2020,30187.0,-0.9,51.33,11.49,6.17,55.8,2.46,15.29,69.48,63.28,4.82,29.95,30.15,22.37,25.69,50.91,5,Tight Passive Rocks
9644,MaDcOwX8,3677.0,-4.57,34.12,21.21,0.0,69.26,1.32,3.07,52.03,53.04,3.36,23.37,41.76,27.08,32.3,54.3,0,Balanced Semi-Loose Players
9645,maddawg20,1903.0,-28.6,42.4,28.21,16.0,59.84,2.78,31.45,56.89,35.42,11.25,47.54,30.16,43.48,38.89,44.2,2,Semi-Loose Neutral Players
9646,maddmann555,23768.0,-10.64,21.2,13.27,10.97,68.74,1.24,1.57,63.6,41.17,5.01,37.63,38.67,35.85,30.69,54.22,0,Balanced Semi-Loose Players
9648,maddogbill69,1026.0,-4.45,45.94,3.66,7.69,70.27,2.56,34.85,52.0,67.35,7.41,51.9,45.27,24.0,25.67,43.28,5,Tight Passive Rocks
9649,maddoong,58870.0,-12.3,26.86,11.48,6.99,66.67,1.3,9.69,52.42,49.82,2.9,28.18,24.55,37.55,33.82,55.11,0,Balanced Semi-Loose Players
9650,madhoffy243,1370.0,11.2,39.18,4.51,0.0,63.16,2.19,31.37,65.85,73.61,0.0,42.96,44.31,25.81,24.33,54.11,5,Tight Passive Rocks
9651,MadiHann,2198.0,-12.3,32.09,5.08,7.14,93.62,1.39,7.41,64.52,42.42,7.14,28.76,26.91,42.65,34.02,53.03,0,Balanced Semi-Loose Players
9652,Madison1215,1017.0,-27.3,46.5,2.33,0.0,56.76,0.59,4.49,66.67,30.0,5.38,21.31,31.98,48.04,43.5,52.49,2,Semi-Loose Neutral Players
9653,madj38,17194.0,-39.68,57.44,9.99,0.96,63.73,2.14,30.29,65.03,60.66,0.87,38.05,26.94,36.53,29.65,43.24,4,Overly Aggressive Semi-Loose Players
9655,MadJul2023,2163.0,-5.91,37.51,5.84,9.76,69.57,2.52,31.13,73.97,69.3,1.43,54.48,53.23,21.21,26.13,46.12,5,Tight Passive Rocks
9656,MadKatter1620,2892.0,-44.86,57.24,11.67,15.66,39.49,1.7,32.34,78.16,43.25,6.93,47.9,49.28,27.4,31.33,42.33,4,Overly Aggressive Semi-Loose Players
9658,madmaxkobra,1292.0,-44.1,41.26,18.76,12.5,75.0,1.31,1.6,63.64,42.31,0.91,40.0,49.6,27.27,22.97,46.88,2,Semi-Loose Neutral Players
9659,Madopars,2450.0,58.37,47.56,16.99,4.65,62.0,2.11,8.59,74.74,54.14,5.22,39.01,29.49,27.06,26.29,57.33,0,Balanced Semi-Loose Players
9660,MadOreos,108829.0,4.4,21.3,16.29,8.71,72.33,2.21,0.97,51.58,54.36,4.38,36.22,32.22,32.35,27.22,56.39,0,Balanced Semi-Loose Players
9662,Madven22,1965.0,-40.04,34.8,23.69,0.0,56.39,2.07,11.28,63.35,49.17,8.0,38.19,32.96,45.95,33.85,45.98,2,Semi-Loose Neutral Players
9664,maestros412,62898.0,-9.72,19.81,7.7,17.48,81.27,3.48,13.54,61.9,56.8,10.33,31.82,23.69,36.23,27.33,55.21,0,Balanced Semi-Loose Players
9665,maffmix,1236.0,-14.46,44.64,12.22,0.0,69.88,1.26,18.9,61.29,35.29,0.97,48.52,51.09,35.38,32.25,48.99,5,Tight Passive Rocks
9666,maga2531,1020.0,-10.63,40.66,5.17,0.0,72.0,0.64,1.54,19.23,54.1,7.07,18.32,56.36,20.45,31.37,53.91,2,Semi-Loose Neutral Players
9667,maggie5500,3755.0,-4.02,35.3,7.71,9.52,51.77,1.25,19.11,45.93,59.17,1.03,42.86,46.04,31.28,27.84,51.13,5,Tight Passive Rocks
9668,MagicalSquirrel,1117.0,-22.58,30.45,1.54,10.53,65.0,1.18,15.09,77.78,74.36,1.08,26.34,44.37,24.59,27.65,59.82,5,Tight Passive Rocks
9669,magicman1016,11131.0,-8.47,15.31,8.34,3.45,66.91,1.29,6.03,59.23,50.26,0.51,18.26,21.24,31.62,33.33,58.05,0,Balanced Semi-Loose Players
9670,MagicMan1123,1180.0,-45.46,40.65,2.92,12.5,52.17,1.15,17.72,81.82,59.7,0.0,31.73,42.08,26.09,32.84,50.0,4,Overly Aggressive Semi-Loose Players
9672,magicmishka,3208.0,-33.27,36.93,23.61,14.29,66.67,1.82,3.41,58.81,38.8,13.02,39.59,35.28,46.46,33.07,47.8,2,Semi-Loose Neutral Players
9674,magnanimousmike,1114.0,14.06,43.16,0.37,24.0,80.0,2.16,33.59,66.67,51.69,5.62,55.95,57.67,35.85,30.64,47.92,5,Tight Passive Rocks
9675,magnetic138,52395.0,-7.56,31.32,21.83,7.93,50.65,1.64,0.85,78.41,29.84,7.0,36.46,38.13,54.58,37.9,48.31,0,Balanced Semi-Loose Players
9676,Magnus TR192,3652.0,5.12,33.82,20.48,2.13,57.53,3.06,38.0,67.04,57.75,3.31,45.37,44.76,35.38,28.31,46.71,5,Tight Passive Rocks
9677,Magoch95,7358.0,-21.48,49.17,0.84,3.51,63.22,0.45,9.43,72.41,49.29,1.47,23.08,27.73,39.05,39.31,56.32,2,Semi-Loose Neutral Players
9678,magonzalez5,3287.0,12.71,22.52,15.87,0.0,66.67,1.9,1.0,61.67,50.49,0.76,33.63,34.82,42.86,30.57,55.73,0,Balanced Semi-Loose Players
9679,Mags2420,6335.0,-15.2,36.72,19.87,7.78,45.95,1.97,19.92,59.84,51.36,4.75,37.49,31.31,24.91,27.46,47.86,2,Semi-Loose Neutral Players
9680,Magsand51,3022.0,-23.45,37.36,6.64,8.16,61.98,1.69,12.72,59.77,48.74,8.46,41.61,40.96,34.15,28.89,47.04,2,Semi-Loose Neutral Players
9681,Magxc,3934.0,-19.23,34.2,24.57,11.36,62.5,2.25,2.0,76.83,44.89,7.94,36.4,30.3,35.81,30.37,49.35,2,Semi-Loose Neutral Players
9682,magzxxx,19621.0,-30.8,64.02,7.98,1.21,61.31,0.68,7.59,58.2,44.98,2.35,39.03,35.1,27.93,28.6,46.8,2,Semi-Loose Neutral Players
9684,MAHMonster,4063.0,-25.96,29.91,16.12,12.5,58.77,4.45,21.52,72.61,59.89,4.62,55.28,43.09,44.05,30.22,44.05,4,Overly Aggressive Semi-Loose Players
9686,MailEnhancement,2121.0,-24.38,54.03,12.04,6.52,32.98,0.84,20.14,28.67,57.26,7.14,24.8,36.86,29.13,36.31,52.9,2,Semi-Loose Neutral Players
9687,main412412,1199.0,-33.12,35.91,12.15,12.5,74.55,1.02,2.25,57.14,36.14,4.39,29.06,38.82,36.36,35.26,50.71,2,Semi-Loose Neutral Players
9688,MaineWade1,2276.0,-39.64,66.35,16.04,6.15,50.75,1.19,24.73,43.92,36.7,5.22,40.56,48.64,28.02,31.41,45.18,1,Loose Passive Callers
9689,Mainman1954,1480.0,-32.3,33.66,0.42,6.67,93.85,1.45,13.19,100.0,65.56,4.11,39.9,36.43,21.43,29.93,53.17,5,Tight Passive Rocks
9691,majestictowing,1063.0,-74.71,53.62,16.92,37.5,51.61,1.62,15.85,82.09,59.3,5.36,26.24,27.88,15.38,33.52,46.2,1,Loose Passive Callers
9692,Majmi_94,2374.0,2.21,37.54,17.62,10.0,74.17,2.54,5.44,73.48,44.67,8.98,38.52,36.44,48.81,29.1,51.28,0,Balanced Semi-Loose Players
9693,Makedonas1212,26792.0,-20.56,32.63,14.94,6.61,67.32,2.05,23.14,50.49,59.62,2.97,48.22,54.55,17.69,23.59,46.47,5,Tight Passive Rocks
9694,MAKEMONEYONLINE,4039.0,-53.08,54.43,2.45,18.69,70.92,2.97,29.3,94.44,70.61,2.69,56.34,37.48,35.71,29.2,39.69,4,Overly Aggressive Semi-Loose Players
9695,maketheca11,67210.0,-3.14,22.26,16.27,4.24,68.2,1.33,0.98,56.23,40.71,3.28,27.94,34.18,30.41,30.65,54.96,0,Balanced Semi-Loose Players
9696,MakinStax123,11416.0,-42.61,60.98,17.91,3.44,58.5,4.71,61.58,80.98,65.52,2.62,55.52,41.84,27.5,28.5,42.17,4,Overly Aggressive Semi-Loose Players
9697,maklevisha,1029.0,-102.55,67.88,1.41,2.13,47.73,0.92,35.33,54.55,39.86,0.76,53.96,51.71,34.19,36.9,37.55,6,Loose Aggro Fish
9699,MALAKA840,6204.0,-59.72,49.22,9.35,5.31,57.29,1.43,19.52,61.22,54.39,1.3,31.54,25.47,42.62,32.54,47.08,1,Loose Passive Callers
9700,malanna464,14175.0,-15.41,41.59,3.86,8.97,61.19,1.43,16.65,83.45,58.77,2.03,35.6,33.21,36.17,31.49,50.2,5,Tight Passive Rocks
9702,Malcdigital11,1663.0,-116.99,56.53,20.06,0.0,48.31,2.25,15.79,53.33,59.06,11.54,57.64,57.09,37.86,29.47,39.77,6,Loose Aggro Fish
9703,Malibu09127!,2840.0,-40.12,48.48,9.2,5.0,43.04,1.79,30.9,60.98,44.59,9.57,34.23,39.7,23.18,31.68,40.83,4,Overly Aggressive Semi-Loose Players
9704,MaliceEsquire,12885.0,-15.67,30.21,17.66,9.82,54.99,2.21,10.84,66.33,46.05,7.88,45.01,40.07,45.66,30.06,40.31,2,Semi-Loose Neutral Players
9707,Malksby,4014.0,1.78,50.29,20.01,4.35,57.73,2.27,24.49,49.62,63.98,0.54,34.1,31.78,33.33,27.68,59.11,0,Balanced Semi-Loose Players
9709,Malone2296,1293.0,-55.76,59.21,12.24,0.0,51.22,0.68,12.23,32.53,47.88,0.65,31.71,51.61,28.3,37.61,39.33,1,Loose Passive Callers
9710,malperr,2769.0,-16.51,37.75,25.31,20.0,52.63,1.82,0.7,66.58,51.45,5.83,41.82,46.3,39.73,32.1,50.59,2,Semi-Loose Neutral Players
9712,Mamabrahama,10317.0,14.5,39.69,18.7,0.72,60.03,2.47,4.98,93.62,47.68,9.55,52.51,49.39,34.36,23.94,51.11,5,Tight Passive Rocks
9713,Mamadukeslol,1568.0,-65.22,50.36,3.52,4.0,46.34,0.85,7.58,90.91,38.3,3.81,33.12,33.44,26.9,35.16,49.69,1,Loose Passive Callers
9717,MamaStic,1257.0,-89.34,61.29,15.29,2.7,29.58,1.13,20.61,44.17,50.0,3.57,27.17,25.76,45.12,44.08,46.54,6,Loose Aggro Fish
9718,MaMBa OuT 21,6032.0,-3.21,34.95,22.14,11.11,56.47,1.55,2.08,74.2,33.24,3.07,30.3,38.97,38.56,34.02,48.52,0,Balanced Semi-Loose Players
9719,mamba.system,4043.0,-29.3,27.59,14.98,9.09,54.4,1.69,11.01,53.2,52.08,13.51,39.54,44.1,38.96,29.06,48.76,2,Semi-Loose Neutral Players
9720,MambaSadge,2556.0,0.79,33.86,9.98,4.17,58.82,0.97,12.27,40.54,61.76,1.4,29.05,45.29,41.6,31.78,47.04,0,Balanced Semi-Loose Players
9721,MaMbigKat,2478.0,-46.66,38.32,4.77,4.65,43.24,1.91,33.97,52.63,61.48,0.58,33.65,32.61,36.81,30.13,45.43,1,Loose Passive Callers
9723,Mamu2323,4748.0,-10.7,33.1,21.39,17.65,50.37,1.79,9.39,66.31,39.19,11.04,43.35,58.2,45.45,29.72,47.15,5,Tight Passive Rocks
9724,man1977uf,5153.0,-60.47,69.95,16.62,6.42,38.58,1.34,9.82,70.89,43.02,5.49,36.9,24.75,33.27,34.37,45.39,1,Loose Passive Callers
9725,man6263,2011.0,-7.64,54.62,4.45,5.13,63.83,1.73,17.82,75.61,69.93,0.0,32.22,22.13,35.48,26.82,52.65,5,Tight Passive Rocks
9726,Manamana1826,3208.0,-30.84,34.81,3.69,0.0,62.34,0.53,5.31,46.48,58.12,1.91,27.38,33.94,24.74,27.05,52.66,2,Semi-Loose Neutral Players
9727,manav10531,1117.0,-31.57,64.38,12.05,0.0,55.36,1.58,30.51,72.13,54.4,5.26,37.93,35.62,30.43,30.34,47.78,4,Overly Aggressive Semi-Loose Players
9729,manbearpig123,1349.0,21.41,41.41,5.37,0.0,84.31,2.59,1.14,71.05,62.07,3.0,47.58,46.52,54.17,29.83,54.32,0,Balanced Semi-Loose Players
9730,mance431,2197.0,-14.03,51.51,16.7,10.84,40.82,3.98,40.0,79.75,59.69,13.1,55.22,35.51,30.77,27.22,40.75,4,Overly Aggressive Semi-Loose Players
9731,mancolion,3308.0,-32.88,37.42,23.49,6.9,58.09,1.96,2.33,58.19,46.81,6.9,36.65,25.16,38.71,31.65,47.62,2,Semi-Loose Neutral Players
9732,mandalin814,3910.0,-60.86,52.74,18.32,9.91,41.28,2.27,33.15,65.72,50.0,4.26,45.78,41.77,27.41,31.44,41.19,1,Loose Passive Callers
9733,maNdeSTo,2402.0,-18.13,46.37,11.76,12.12,59.46,1.26,8.56,64.03,47.0,6.61,27.89,46.79,34.09,30.73,49.69,2,Semi-Loose Neutral Players
9734,Mandoo92,23503.0,-1.92,27.5,11.93,21.51,66.29,0.95,3.27,50.75,37.83,4.97,24.77,32.62,37.77,36.05,55.17,0,Balanced Semi-Loose Players
9735,mangis30,37609.0,-3.89,22.1,12.58,4.35,67.08,0.81,0.38,53.01,43.11,0.9,24.83,31.28,25.79,31.91,56.21,0,Balanced Semi-Loose Players
9736,mangoliverpool,2323.0,10.12,39.42,10.71,13.64,33.9,2.92,33.64,72.55,54.84,2.69,36.64,40.88,32.77,31.09,46.39,5,Tight Passive Rocks
9737,MangoSlade,57356.0,-16.48,37.99,8.18,3.69,75.75,2.02,9.67,72.65,54.49,2.06,35.94,23.53,25.91,27.21,51.12,2,Semi-Loose Neutral Players
9738,MangoTango7,3259.0,-54.22,62.34,25.94,3.26,42.7,2.54,37.76,67.57,51.92,10.58,53.53,52.78,35.63,30.36,40.88,4,Overly Aggressive Semi-Loose Players
9739,MangTheGreat,8182.0,-42.02,41.74,13.96,11.68,47.62,2.6,45.63,60.91,46.0,7.59,50.08,55.84,28.1,33.23,40.68,4,Overly Aggressive Semi-Loose Players
9741,maniac653,47828.0,-19.57,27.56,6.7,3.81,74.5,1.5,27.53,62.08,46.29,0.72,29.6,27.39,41.07,30.62,51.02,2,Semi-Loose Neutral Players
9742,maniacgthang1,8948.0,-20.94,39.8,22.92,10.0,51.13,1.8,8.49,67.57,35.35,9.88,37.31,45.27,33.76,31.89,41.37,2,Semi-Loose Neutral Players
9743,ManiaJam,3909.0,-11.5,42.06,3.73,6.1,46.36,0.83,6.85,55.84,51.92,2.84,38.63,41.41,30.74,30.37,49.49,2,Semi-Loose Neutral Players
9745,Manimal7985,5244.0,-31.22,39.16,14.34,12.07,56.76,1.14,0.34,75.84,32.25,11.81,39.87,54.35,31.84,30.77,42.27,2,Semi-Loose Neutral Players
9746,Manniyack,1300.0,-6.75,30.56,12.7,10.0,62.9,1.36,17.65,41.18,47.5,10.13,34.52,47.29,36.96,30.96,38.94,0,Balanced Semi-Loose Players
9747,mannpuppy,18678.0,0.59,26.6,20.75,3.05,64.81,2.13,5.38,62.37,37.04,6.36,44.9,44.44,37.59,28.28,47.47,0,Balanced Semi-Loose Players
9748,Mannscape,1430.0,-24.6,54.8,30.66,3.13,50.93,5.43,32.14,82.71,62.5,5.77,59.18,44.44,54.55,23.5,37.24,4,Overly Aggressive Semi-Loose Players
9749,Manny Unk,1852.0,-19.0,48.28,14.29,12.12,64.18,1.51,3.19,72.97,47.74,0.91,31.28,20.93,39.46,34.23,51.79,2,Semi-Loose Neutral Players
9750,Mannyp200887,2583.0,-54.51,54.82,9.29,3.09,35.8,1.54,41.67,71.83,52.66,1.1,39.73,48.83,24.12,26.61,45.89,4,Overly Aggressive Semi-Loose Players
9751,mano2543,1608.0,-5.68,27.05,20.73,13.33,73.24,1.52,5.26,64.0,36.73,3.85,50.25,49.15,36.96,30.84,52.43,0,Balanced Semi-Loose Players
9752,manofre,2917.0,0.91,30.59,4.4,9.09,76.74,1.79,0.89,81.48,50.28,10.09,39.11,35.08,33.33,26.17,58.74,0,Balanced Semi-Loose Players
9754,Manoj09,4352.0,-55.89,44.39,10.72,4.26,65.99,1.55,12.36,75.81,47.55,1.71,30.41,32.75,35.75,30.45,43.78,1,Loose Passive Callers
9755,manpaul013,40322.0,-7.63,25.58,21.41,7.58,68.67,1.77,1.89,47.54,37.32,15.92,42.17,47.25,38.64,30.43,50.07,0,Balanced Semi-Loose Players
9756,mansfieldc63,14946.0,-9.9,29.66,4.91,12.5,64.75,1.32,11.82,59.3,56.15,3.8,34.78,38.1,32.17,30.29,54.03,0,Balanced Semi-Loose Players
9757,mantle1020,2879.0,-8.62,54.8,8.77,0.0,73.49,1.77,12.02,71.77,48.78,6.18,50.78,63.18,34.4,24.67,45.74,5,Tight Passive Rocks
9758,manwithaces07,11783.0,-140.24,56.32,28.59,10.24,37.28,3.58,33.27,79.06,46.72,9.69,64.17,62.15,26.21,30.29,35.14,6,Loose Aggro Fish
9759,MapePiggy,2242.0,-20.87,27.18,6.21,18.75,72.0,2.47,30.11,87.32,63.95,3.28,60.88,59.46,30.16,26.14,46.45,5,Tight Passive Rocks
9760,maplemelt,2495.0,-52.62,47.69,8.5,5.26,50.46,1.03,10.87,76.98,40.39,5.8,44.31,48.91,31.44,32.02,43.97,1,Loose Passive Callers
9761,Mapplezzz,1121.0,-6.55,36.91,16.98,15.79,55.32,2.01,16.39,77.98,37.5,2.47,41.67,39.71,50.0,32.16,40.88,5,Tight Passive Rocks
9762,Marc238088,1833.0,-28.72,39.06,11.78,2.86,46.58,2.11,28.86,69.77,53.78,0.0,35.33,46.25,30.93,27.71,44.93,4,Overly Aggressive Semi-Loose Players
9766,MarcMobe23,2982.0,-78.12,57.15,4.69,5.93,48.92,1.52,37.66,87.01,49.11,1.96,41.28,43.86,23.62,33.72,44.92,1,Loose Passive Callers
9767,MarcoB556,8844.0,-41.54,50.16,16.57,6.79,50.39,1.56,9.54,77.14,44.73,9.73,31.65,30.79,47.4,38.9,45.9,1,Loose Passive Callers
